"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Thu, July 23","","","5-","","","","","","","","","","","","","","","","","","","","","",""
"","","","Seeds","","","","","","","","","","","","","","","","","","","","","",""
"","","C","D","","F","","Team Travels","","","","","","","","","","","","","","","","","",""
"","","C1(3)-NEWPORT BEACH WHITE","D1(4)-COMMERCE","","F1(6)-CDM BLUE","","","","","","","","","","","","","","","","","","","",""
"","","C2(22)-SD DONS B","D2(21)-680 BLUE","","F2(19)-LB SHORE","","","","","","","","","","","","","","","","","","","",""
"","","C3(27)-YOLO","D3(28)-SOCAL GOLD","","F3(30)-CDM WHITE","","","","","","","","","","","","","","","","","","","",""
"","","I","J","","L","","","","","","","","","","","","","","","","","","","",""
"","","I1(9)-LA JOLLA UNITED","J1(10)-SOCAL BLACK","","L1(12)-ELITE","","","","","","","","","","","","","","","","","","","",""
"","","I2(16)-CC UNITED BLACK","J2(15)-CAL REPUBLIC","","L2(13)-TEMPLE CITY YELLOW","","","","","","","","","","","","","","","","","","","",""
"","","I3(33)-LAMORINDA GOLD","J3(34)-LAMORINDA WHITE","","L3(35)-NORTHWEST","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","10B","","","","","","","","","","","","","",""
"","","","EL TORO HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","L to #","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group A","EL TORO HS 2","1","A1(1)-SD DONS","13","A3(25)-SAN CLEMENTE BLACK","1","","","10B-001","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group B","EL TORO HS 2","4","B1(2)-NEWPORT BEACH BLUE","25","B3(26)-GREENWICH WHITE","1","","","10B-004","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group C","EL TORO HS 2","7","C1(3)-NEWPORT BEACH WHITE","16","C3(27)-YOLO","2","","","10B-007","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group D","EL TORO HS 2","10","D1(4)-COMMERCE","22","D3(28)-SOCAL GOLD","7","","","10B-010","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group A","EL TORO HS 2","13","A2(24)-NORCAL BLACK","12","A3(25)-SAN CLEMENTE BLACK","10","","","10B-013","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group B","EL TORO HS 2","16","B2(23)-CC UNITED BLUE","8","B3(26)-GREENWICH WHITE","9","","","10B-016","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group C","EL TORO HS 2","19","C2(22)-SD DONS B","13","C3(27)-YOLO","4","","","10B-019","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group D","EL TORO HS 2","22","D2(21)-680 BLUE","16","D3(28)-SOCAL GOLD","9","","","10B-022","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group A","EL TORO HS 2","25","A1(1)-SD DONS","19","A2(24)-NORCAL BLACK","2","","","10B-025","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group B","EL TORO HS 2","28","B1(2)-NEWPORT BEACH BLUE","22","B2(23)-CC UNITED BLUE","1","","","10B-028","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group C","EL TORO HS 2","31","C1(3)-NEWPORT BEACH WHITE","9","C2(22)-SD DONS B","1","","","10B-031","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group D","EL TORO HS 2","34","D1(4)-COMMERCE","21","D2(21)-680 BLUE","10","","","10B-034","","","","","","","","","","","","","",""
"23-Jul","","","","","","","","","","","","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","2-3 cross","EL TORO HS 2","37","2nd A-NORCAL BLACK","10","3rd B-CC UNITED BLUE","16","","au_N1","10B-037","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2-3 cross","EL TORO HS 2","40","2nd B-GREENWICH WHITE","16","3rd A-SAN CLEMENTE BLACK	","9","","au_M1","10B-040","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2-3 cross","EL TORO HS 2","43","2nd C-SD DONS B","17","3rd D-SOCAL GOLD","0","","au_O1","10B-043","","","","","","","","","","","","","",""
"23-Jul","8:20 PM","2-3 cross","EL TORO HS 2","46","2nd D-680 BLUE","13","3rd C-YOLO","8","","au_N4","10B-046","","","","","","","","","","","","","",""
"","","","EL TORO HS 3","","","","","","","","","","","","","","","","","","","","","",""
