"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Thu, July 23","","","6-6-7-7","","","","","","","","","","","","","","","","","","","","","",""
"","","","Seeds","","","","","","","","","","","","","","","","","","","","","",""
"","","C","D","","F","","Team Travels","","","","","","","","","","","","","","","","","",""
"","","3-SANTA CRUZ","4-SOUTH COAST RED","","6-CHAWP WHITE","","","","","","","","","","","","","","","","","","","",""
"","","22-CLOVIS RED","21-RAIN CITY","","19-SAN JOSE FOUNDATION","","","","","","","","","","","","","","","","","","","",""
"","","27-ALAMEDA","28-CHULA VISTA PREMIER","","30-CHARGERS BLACK","","","","","","","","","","","","","","","","","","","",""
"","","46-LV LEGENDS","45-MOOSE","","43-CINCINNATI MARLINS","","","","","","","","","","","","","","","","","","","",""
"","","I","J","","L","","","","","","","","","","","","","","","","","","","",""
"","","9-KINGSBURG","10-SD SHORES GOLD","","12-CENTRAL VALLEY UNITED","","","","","","","","","","","","","","","","","","","",""
"","","16-NAVY","15-OHANA","","13-TSUNAMI","","","","","","","","","","","","","","","","","","","",""
"","","33-ASPHALT GREEN","34-CLOVIS B","","36-AQUATEX","","","","","","","","","","","","","","","","","","","",""
"","","40-NEWBERG","39-TOPAZ TSUNAMI","","37-MESA","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","18BX","","","","","","","","","","","","","",""
"","","","SUNNY HILLS HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","SUNNY HILLS HS","1","3-SANTA CRUZ","8","46-LV LEGENDS","7","25","29","18BX-001","","","","","","","","","","","","","",""
"23-Jul","7:50 AM","Group","SUNNY HILLS HS","5","22-CLOVIS RED","9","27-ALAMEDA","5","25","29","18BX-005","","","","","","","","","","","","","",""
"23-Jul","8:40 AM","Group","SUNNY HILLS HS","9","1-SAN JOSE EXPRESS BLUE","21","48-ELMHURST","2","33","37","18BX-009","","","","","","","","","","","","","",""
"23-Jul","9:30 AM","Group","SUNNY HILLS HS","13","24-LA JOLLA UNITED B","10","25-AMERICAN RIVER GOLD","9","33","37","18BX-013","","","","","","","","","","","","","",""
"23-Jul","10:20 AM","Group","SUNNY HILLS HS","17","2-LB SHORE","14","47-NORCO","1","41","45","18BX-017","","","","","","","","","","","","","",""
"23-Jul","11:10 AM","Group","SUNNY HILLS HS","21","23-WEST VALLEY","5.4","26-VANGUARD SILVER","5.1","41","45","18BX-021","","","","","","","","","","","","","",""
"23-Jul","12:00 PM","Group","SUNNY HILLS HS","25","W1-SANTA CRUZ","8","W5-CLOVIS RED","5","","50","18BX-025","","","","","","","","","","","","","",""
"23-Jul","12:50 PM","Group","SUNNY HILLS HS","29","L1-LV LEGENDS","8","L5-ALAMEDA","10","49","","18BX-029","","","","","","","","","","","","","",""
"23-Jul","1:40 PM","Group","SUNNY HILLS HS","33","W9-SAN JOSE EXPRESS BLUE","13","W13-LA JOLLA UNITED B","7","","57","18BX-033","","","","","","","","","","","","","",""
"23-Jul","2:30 PM","Group","SUNNY HILLS HS","37","L9-ELMHURST","6","L13-AMERICAN RIVER GOLD","9","53","","18BX-037","","","","","","","","","","","","","",""
"23-Jul","3:20 PM","Group","SUNNY HILLS HS","41","W17-LB SHORE","20","W21-WEST VALLEY","4","","53","18BX-041","","","","","","","","","","","","","",""
"23-Jul","4:10 PM","Group","SUNNY HILLS HS","45","L17-NORCO","5","L21-VANGUARD SILVER","11","57","","18BX-045","","","","","","","","","","","","","",""
"23-Jul","5:50 PM","2-3 cross","SUNNY HILLS HS","49","L26-RAIN CITY","9","W29-ALAMEDA","5","","","18BX-049","","","","","","","","","","","","","",""
"23-Jul","6:40 PM","2-3 cross","SUNNY HILLS HS","53","L41-WEST VALLEY","12","W37-AMERICAN RIVER GOLD","13","","","18BX-053","","","","","","","","","","","","","",""
"23-Jul","7:30 PM","2-3 cross","SUNNY HILLS HS","57","L33-LA JOLLA UNITED B","11","W45-VANGUARD SILVER","12","","","18BX-057","","","","","","","","","","","","","",""
"","","","TROY HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","","","GMID","","","","","","","","","","","","","",""
"23-Jul","7:00 AM","Group","TROY HS","2","4-SOUTH COAST RED","14","45-MOOSE","5","26","30","18BX-002","","","","","","","","","","","","","",""
