"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","5-5-5-5","","","","","","","","","","","","","","","","","","","","","",""
"","","Seeds","","","","","","","","","","","","","","","","","","","","","","",""
"","","C","D","","F","","","","","","","","","","","","","","","","","","","",""
"","","C1(3)-YOLO B","D1(4)-680 RED","","F1(6)-LB VIKING","","","","","","","","","","","","","","","","","","","",""
"","","C2(10)-NGEN","D2(9)-VALLEY UNITED","","F2(7)-DIABLO ALLIANCE B","","","","","","","","","","","","","","","","","","","",""
"","","C3(15)-FOOTHILL BLACK B","D3(16)-TSUNAMI","","F3(18)-ROSE BOWL BLACK","","","","","","","","","","","","","","","","","","","",""
"","","C4(22)-TITANS","D4(21)-SANTA BARBARA WPC 8U","","F4(19)-LAGUNA MAROON","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","10CX","","","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","OCEAN VIEW HS 2","1","C1(3)-YOLO B","","C4(22)-TITANS","","13","15","10CX-001","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","OCEAN VIEW HS 2","3","C2(10)-NGEN","","C3(15)-FOOTHILL BLACK B","","13","15","10CX-003","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","OCEAN VIEW HS 2","5","D1(4)-680 RED","","D4(21)-SANTA BARBARA WPC 8U","","17","19","10CX-005","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","OCEAN VIEW HS 2","7","D2(9)-VALLEY UNITED","","D3(16)-TSUNAMI","","17","19","10CX-007","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","OCEAN VIEW HS 2","9","E1(5)-TROJAN SOUTH","","E4(20)-MAC","","21","23","10CX-009","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","OCEAN VIEW HS 2","11","E2(8)-OCWPC RED","","E3(17)- SANTA BARBARA WPC B","","21","23","10CX-011","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","OCEAN VIEW HS 2","13","W1","","W3","","ag_C1","24","10CX-013","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","OCEAN VIEW HS 2","15","L1","","L3","","99","bz_A5","10CX-015","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","OCEAN VIEW HS 2","17","W5","","W7","","ag_D1","99","10CX-017","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","OCEAN VIEW HS 2","19","L5","","L7","","24","bz_B5","10CX-019","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","OCEAN VIEW HS 2","21","W9","","W11","","ag_D2","25","10CX-021","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","OCEAN VIEW HS 2","23","L5","","L11","","27","bz_A4","10CX-023","","","","","","","","","","","","","",""
"18-Jul","5:00 PM","Cross","OCEAN VIEW HS 2","99","L17-","","W15-","","ag_A3","bz_B2","10CX-099","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","Cross","OCEAN VIEW HS 2","24","L13-","","W19-","","ag_B3","bz_A2","10CX-024","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","Cross","OCEAN VIEW HS 2","25","L21-","","W14-","","ag_A2","bz_A3","10CX-025","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","Cross","OCEAN VIEW HS 2","27","W23-","","L16-","","ag_B2","bz_B3","10CX-027","","","","","","","","","","","","","",""
"","","","EL TORO HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","EL TORO HS 1","2","A1(1)-SD SHORES B","","A3(13)-NEWPORT BEACH","","","","10CX-002","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","EL TORO HS 1","8","B1(2)-PATRIOT RED","","B3(14)-TROJAN NORTH B","","","","10CX-008","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","EL TORO HS 1","4","F1(6)-LB VIKING","","F4(19)-LAGUNA MAROON","","16","14","10CX-004","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","EL TORO HS 1","6","F2(7)-DIABLO ALLIANCE B","","F3(18)-ROSE BOWL BLACK","","16","14","10CX-006","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","EL TORO HS 1","12","A2(12)-BURLINGAME","","A3(13)-NEWPORT BEACH","","","","10CX-012","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","EL TORO HS 1","10","B2(11)-LOYOLA","","B3(14)-TROJAN NORTH B","","","","10CX-010","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","EL TORO HS 1","14","L4-","","L6-","","25","bz_B4","10CX-014","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","EL TORO HS 1","16","W4-","","W6-","","ag_C2","27","10CX-016","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","EL TORO HS 1","20","A1(1)-SD SHORES B","","A2(12)-BURLINGAME","","","","10CX-020","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","EL TORO HS 1","18","B1(2)-PATRIOT RED","","B2(11)-LOYOLA","","","","10CX-018","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","Cross","EL TORO HS 1","26","2ndB-","","3rd A-","","ag_C3","bz_B1","10CX-026","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","Cross","EL TORO HS 1","28","2nd A-","","3rdB-","","ag_D3","bz_A1","10CX-028","","","","","","","","","","","","","",""
"Sun, July 19","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_B","ag_C","","","","","","","","","","","","","","","","","","","","","",""
"","","1stB-","W13","","","","","","","","","","","","","","","","","","","","","",""
"","","W27","W16","","","","","","","","","","","","","","","","","","","","","",""
"","","W24","W26","","","","","","","","","","","","","","","","","","","","","",""
"","","bz_B","","","","","","","","","","","","","","","","","","","","","","",""
"","","L26-","","","","","","","","","","","","","","","","","","","","","","",""
"","","L99-","","","","","","","","","","","","","","","","","","","","","","",""
"","","L27-","","","","","","","","","","","","","","","","","","","","","","",""
"","","L14-","","","","","","","","","","","","","","","","","","","","","","",""
"","","L19-","","","","","","","","","ag_","","","","","","","","","","","","","",""
"","","","","","","","","","","","bz_","","","","","","","","","","","","","",""
"","","","EL TORO HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","EL TORO HS 1","29","ag_A1-","","ag_A2","","","","10CX-029","","","ag_Group","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","EL TORO HS 1","31","ag_D1","","ag_D2","","","","10CX-031","","","ag_Group","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","EL TORO HS 1","33","ag_B1-","","ag_B2","","","","10CX-033","","","ag_Group","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","EL TORO HS 1","35","ag_C1","","ag_C2","","","","10CX-035","","","ag_Group","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","EL TORO HS 1","37","ag_A1-","","ag_A3","","","","10CX-037","","","ag_Group","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","EL TORO HS 1","39","ag_D1","","ag_D3","","","","10CX-039","","","ag_Group","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","EL TORO HS 1","41","ag_B1-","","ag_B3","","","","10CX-041","","","ag_Group","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","EL TORO HS 1","43","ag_C1","","ag_C3","","","","10CX-043","","","ag_Group","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","EL TORO HS 1","45","ag_A2","","ag_A3","","","","10CX-045","","","ag_Group","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","EL TORO HS 1","47","ag_D2","","ag_D3","","","","10CX-047","","","ag_Group","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","EL TORO HS 1","49","ag_B2","","ag_B3","","","","10CX-049","","","ag_Group","","","","","","","","","","",""
"19-Jul","5:00 PM","Group","EL TORO HS 1","51","ag_C2","","ag_C3","","","","10CX-051","","","ag_Group","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","OCEAN VIEW HS 2","30","bz_A2-","","bz_A4-","","","","10CX-030","","","bz_Group","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","OCEAN VIEW HS 2","32","bz_A3-","","bz_A5-","","","","10CX-032","","","bz_Group","","","","","","","","","","",""
