"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","5-5-5-5","","","","","","","","","","","","","","","","","","","","","",""
"","","","Seeds","","","","","","","","","","","","","","","","","","","","","",""
"","","C","D","","F","","Team Travels","","","","","","","","","","","","","","","","","",""
"","","C(3)-SD SHORES BLACK","D(4)-YOLO","","F(6)-SANTA BARBARA WPC","","","","","","","","","","","","","","","","","","","",""
"","","C(22)-SOUTH COAST RED","D(21)-CHAWP","","F(19)-LA CITY UNITED","","","","","","","","","","","","","","","","","","","",""
"","","C(27)-CORONADO","D(28)-CMAC","","F(30)-SHAQ","","","","","","","","","","","","","","","","","","","",""
"","","I","J","","L","","","","","","","","","","","","","","","","","","","",""
"","","I(9)-OCWPC BLUE","J(10)-NORTH IRVINE","","L(12)-AMERICAN RIVER","","","","","","","","","","","","","","","","","","","",""
"","","I(16)-PRAETORIAN","J(15)-LAGUNA BLACK","","L(13)-LYONS AQUATICS","","","","","","","","","","","","","","","","","","","",""
"","","I(33)-WEST VALLEY","J(34)-AQUATEX","","L(36)-CARMEL","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","10C","","","","","","","","","","","","","",""
"","","","BECKMAN HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group A","BECKMAN HS 2","1","A(1)-CHULA VISTA PREMIER","","A(25)-LA PREMIER BLACK","","","","10C-001","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group B","BECKMAN HS 2","4","B(2)-PATRIOT NAVY","","B(26)-DIABLO ALLIANCE A","","","","10C-004","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group C","BECKMAN HS 2","7","C(3)-SD SHORES BLACK","","C(27)-CORONADO","","","","10C-007","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group D","BECKMAN HS 2","10","D(4)-YOLO","","D(28)-CMAC","","","","10C-010","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group A","BECKMAN HS 2","13","A(24)-ROSE BOWL RED","","A(25)-LA PREMIER BLACK","","","","10C-013","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group B","BECKMAN HS 2","16","B(23)-ASA","","B(26)-DIABLO ALLIANCE A","","","","10C-016","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group C","BECKMAN HS 2","19","C(22)-SOUTH COAST RED","","C(27)-CORONADO","","","","10C-019","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group D","BECKMAN HS 2","22","D(21)-CHAWP","","D(28)-CMAC","","","","10C-022","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group A","BECKMAN HS 2","25","A(1)-CHULA VISTA PREMIER","","A(24)-ROSE BOWL RED","","","","10C-025","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group B","BECKMAN HS 2","28","B(2)-PATRIOT NAVY","","B(23)-ASA","","","","10C-028","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group C","BECKMAN HS 2","31","C(3)-SD SHORES BLACK","","C(22)-SOUTH COAST RED","","","","10C-031","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group D","BECKMAN HS 2","34","D(4)-YOLO","","D(21)-CHAWP","","","","10C-034","","","","","","","","","","","","","",""
"18-Jul","","","","","","","","","","","","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","2-3 cross","BECKMAN HS 2","37","2nd A-","","3rd B-","","pt_U3","au_N1","10C-037","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2-3 cross","BECKMAN HS 2","40","2nd B-","","3rd A-","","pt_T3","au_M1","10C-040","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2-3 cross","BECKMAN HS 2","43","2nd C-","","3rd D-","","pt_S3","au_P1","10C-043","","","","","","","","","","","","","",""
"18-Jul","8:20 PM","2-3 cross","BECKMAN HS 2","46","2nd D-","","3rd C-","","pt_R3","au_O1","10C-046","","","","","","","","","","","","","",""
"","","","EL TORO HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","W to #","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group H","EL TORO HS 2","2","H(8)-ECA","","H(32)-A TOWN","","","","10C-002","","","","","","","","","","","","","",""
