"Day 1","","","Quarter Lengths by Day","","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","SUBMIT SCORES!","6-6-6-6","","","","Team Travels","","","","","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","WOOLLETT FAR RIGHT","15","E2(28)-NORTH IRVINE","","E3(37)-BACK BAY BLACK","","","","12G-015","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","WOOLLETT FAR RIGHT","24","L1(12)-SANTA BARBARA WPC","","L3(44)-SAN CLEMENTE BLACK","","","","12G-024","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","WOOLLETT FAR RIGHT","43","L2(21)-FOOTHILL","","L4(52)-CMAC","","","","12G-043","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","WOOLLETT FAR RIGHT","29","E1(5)-SAN CLEMENTE RED","","E3(37)-BACK BAY BLACK","","","","12G-029","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","WOOLLETT FAR RIGHT","34","E2(28)-NORTH IRVINE","","E4(51)-CHICAGO PARK","","","","12G-034","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","WOOLLETT FAR RIGHT","","L1(12)-SANTA BARBARA WPC","","L2(21)-FOOTHILL","","","","12G-53A","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","WOOLLETT FAR RIGHT","","L3(44)-SAN CLEMENTE BLACK","","L4(52)-CMAC","","","","12G-53B","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","WOOLLETT FAR RIGHT","48","E1(5)-SAN CLEMENTE RED","","E2(28)-NORTH IRVINE","","","","12G-048","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","WOOLLETT FAR RIGHT","53","E3(37)-BACK BAY BLACK","","E4(51)-CHICAGO PARK","","","","12G-053","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 21v28","WOOLLETT FAR RIGHT","61","2nd L-","","2nd E-","","","au_P1","12G-061","","","","","","","","","","","","","",""
"","","","MISSION VIEJO HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","MISSION VIEJO HS","1","I1(9)-OCWPC","","I3(41)-NORCAL BLACK","","","","12G-001","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","MISSION VIEJO HS","6","H1(8)-DEL MAR","","H3(40)-SANTA BARBARA WPC B","","","","12G-006","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","MISSION VIEJO HS","11","G1(7)-STANFORD A","","G3(39)-SOUTHSIDE","","","","12G-011","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","MISSION VIEJO HS","19","J1(10)-LA JOLLA UNITED","","J3(42)-LAGUNA BEACH","","","","12G-019","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","MISSION VIEJO HS","20","I2(24)-908","","I3(41)-NORCAL BLACK","","","","12G-020","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","MISSION VIEJO HS","25","H2(25)-SOUTH COAST RED","","H3(40)-SANTA BARBARA WPC B","","","","12G-025","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","MISSION VIEJO HS","30","G2(26)-PUNAHOU","","G3(39)-SOUTHSIDE","","","","12G-030","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","MISSION VIEJO HS","38","J2(23)-LAMORINDA C","","J3(42)-LAGUNA BEACH","","","","12G-038","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","MISSION VIEJO HS","39","I1(9)-OCWPC","","I2(24)-908","","","","12G-039","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","MISSION VIEJO HS","44","H1(8)-DEL MAR","","H2(25)-SOUTH COAST RED","","","","12G-044","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","MISSION VIEJO HS","49","G1(7)-STANFORD A","","G2(26)-PUNAHOU","","","","12G-049","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","MISSION VIEJO HS","57","J1(10)-LA JOLLA UNITED","","J2(23)-LAMORINDA C","","","","12G-057","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 24v25","MISSION VIEJO HS","58","2nd I-","","2nd H-","","","au_M1","12G-058","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2's cross 23v26","MISSION VIEJO HS","65","2nd J-","","2nd G-","","","au_N1","12G-065","","","","","","","","","","","","","",""
"","","","ALISO NIGUEL HS","","","","","","","","12G","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","ALISO NIGUEL HS","2","P1(16)-LAMORINDA B","","P3(48)-CAL REPUBLIC","","","","12G-002","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","ALISO NIGUEL HS","7","A1(1)-NEWPORT BEACH BLUE","","A3(33)-CHAWP","","","","12G-007","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","ALISO NIGUEL HS","12","O1(15)-SHAQ","","O3(47)-CENTRAL COAST","","","","12G-012","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","ALISO NIGUEL HS","16","B1(2)-LAMORINDA A","","B3(34)-STANFORD B","","","","12G-016","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","ALISO NIGUEL HS","21","P2(17)-DIABLO ALLIANCE A","","P3(48)-CAL REPUBLIC","","","","12G-021","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","ALISO NIGUEL HS","26","A2(32)-AMERICAN RIVER","","A3(33)-CHAWP","","","","12G-026","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","ALISO NIGUEL HS","31","O2(18)-GREENWICH","","O3(47)-CENTRAL COAST","","","","12G-031","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","ALISO NIGUEL HS","35","B2(31)-SD SHORES","","B3(34)-STANFORD B","","","","12G-035","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","ALISO NIGUEL HS","40","P1(16)-LAMORINDA B","","P2(17)-DIABLO ALLIANCE A","","","","12G-040","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","ALISO NIGUEL HS","45","A1(1)-NEWPORT BEACH BLUE","","A2(32)-AMERICAN RIVER","","","","12G-045","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","ALISO NIGUEL HS","50","O1(15)-SHAQ","","O2(18)-GREENWICH","","","","12G-050","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","ALISO NIGUEL HS","54","B1(2)-LAMORINDA A","","B2(31)-SD SHORES","","","","12G-054","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 17v32","ALISO NIGUEL HS","59","2nd P-","","2nd A-","","","au_U1","12G-059","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2's cross 18v31","ALISO NIGUEL HS","62","2nd O-","","2nd B-","","","au_T1","12G-062","","","","","","","","","","","","","",""
"","","","LAGUNA HILLS HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","LAGUNA HILLS HS","3","N1(14)-ARROYO GRANDE","","N3(46)-LYONS AQUATICS","","","","12G-003","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","LAGUNA HILLS HS","8","C1(3)-COMMERCE","","C3(35)-SEASIDE","","","","12G-008","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","LAGUNA HILLS HS","13","M1(13)-LA PREMIER","","M3(45)-CIU","","","","12G-013","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","LAGUNA HILLS HS","17","D1(4)-680 RED A","","D3(36)-NEWPORT BEACH WHITE","","","","12G-017","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","LAGUNA HILLS HS","22","N2(19)-LB SHORE","","N3(46)-LYONS AQUATICS","","","","12G-022","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","LAGUNA HILLS HS","27","C2(30)-BROOKLYN HUSTLE","","C3(35)-SEASIDE","","","","12G-027","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","LAGUNA HILLS HS","32","M2(20)-ROSE BOWL RED","","M3(45)-CIU","","","","12G-032","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","LAGUNA HILLS HS","36","D2(29)-TEMPLE CITY","","D3(36)-NEWPORT BEACH WHITE","","","","12G-036","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","LAGUNA HILLS HS","41","N1(14)-ARROYO GRANDE","","N2(19)-LB SHORE","","","","12G-041","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","LAGUNA HILLS HS","46","C1(3)-COMMERCE","","C2(30)-BROOKLYN HUSTLE","","","","12G-046","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","LAGUNA HILLS HS","51","M1(13)-LA PREMIER","","M2(20)-ROSE BOWL RED","","","","12G-051","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","LAGUNA HILLS HS","55","D1(4)-680 RED A","","D2(29)-TEMPLE CITY","","","","12G-055","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 19v30","LAGUNA HILLS HS","60","2nd N-","","2nd C-","","","au_S1","12G-060","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","2's cross 20v29","LAGUNA HILLS HS","63","2nd M-","","2nd D-","","","au_R1","12G-063","","","","","","","","","","","","","",""
"","","","SAN CLEMENTE HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","SAN CLEMENTE HS","4","K2(22)-LOS ALAMITOS","","K3(43)-680 BLUE","","","","12G-004","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","SAN CLEMENTE HS","9","K1(11)-TSUNAMI","","K4(49)-NORTH IDAHO","","","","12G-009","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","SAN CLEMENTE HS","14","F2(27)-DAVIS","","F3(38)-SAN JOSE EXPRESS","","","","12G-014","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","SAN CLEMENTE HS","18","F1(6)-BACK BAY NAVY","","F4(50)-WHITTIER","","","","12G-018","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","SAN CLEMENTE HS","23","K1(11)-TSUNAMI","","K3(43)-680 BLUE","","","","12G-023","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","SAN CLEMENTE HS","28","K2(22)-LOS ALAMITOS","","K4(49)-NORTH IDAHO","","","","12G-028","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","SAN CLEMENTE HS","33","F1(6)-BACK BAY NAVY","","F3(38)-SAN JOSE EXPRESS","","","","12G-033","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","SAN CLEMENTE HS","37","F2(27)-DAVIS","","F4(50)-WHITTIER","","","","12G-037","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","SAN CLEMENTE HS","42","K1(11)-TSUNAMI","","K2(22)-LOS ALAMITOS","","","","12G-042","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","SAN CLEMENTE HS","47","K3(43)-680 BLUE","","K4(49)-NORTH IDAHO","","","","12G-047","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","SAN CLEMENTE HS","52","F1(6)-BACK BAY NAVY","","F2(27)-DAVIS","","","","12G-052","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","SAN CLEMENTE HS","56","F3(38)-SAN JOSE EXPRESS","","F4(50)-WHITTIER","","","","12G-056","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","2's cross 22v27","SAN CLEMENTE HS","64","2nd K-","","2nd F-","","","au_O1","12G-064","","","","","","","","","","","","","",""
"","","pt_O","pt_P","","DAY 1 CROSSES","","","","","","","","","","","","","","","","","","","",""
"","","1stC-","1stD-","","","2A","","17v32","","","","","","","","","","","","","","","","",""
"","","1stN-","1stM-","","","2B","","18v31","","","","","","","","","","","","","","","","",""
"","","W62","W59","","","2C","","19v30","","","","","","","","","","","","","","","","",""
"","","","","","","2D","","20v29","","","","","","","","","","","","","","","","",""
"","","pt_T","pt_U","","","2E","","21v28","","","","","","","","","","","","","","","","",""
"","","1stG-","1stH-","","","2F","","22v27","","","","","","","","","","","","","","","","",""
"","","1stJ-","1stI-","","","2G","","23v26","","","","","","","","","","","","","","","","",""
"","","W64","W61","","","2H","","24v25","","","","","","","","","","","","","","","","",""
"","","au_O","au_P","","pt_N","pt_O","pt_P","","","","","","","","","","","","","","","","","",""
"","","L64","L61","1","2","3","4","","","","","","","","","","","","","","","","","",""
"","","3rd G-","3rd H-","16","15","14","13","","","","","","","","","","","","","","","","","",""
"","","3rd J-","3rd I-","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","pt_S","pt_T","pt_U","","","","","","","","","","","","","","","","","",""
"","","au_T","au_U","5","6","7","8","","","","","","","","","","","","","","","","","",""
"","","L62","L59","12","11","10","9","","","","","","","","","","","","","","","","","",""
"","","3rd C-","3rd D-","","","","","","","","","","","","","","","","","","","","","",""
"","","3rd N-","3rd M-","","DAY 2 PLATINUM Crosses","","","","","","","","","","","","","","","","","","","",""
"","","4th F-","4th E-","","16v11","2nd pt_S","","1st pt_M","","1st pt_S","","","","","","","","","","","","","","",""
"","","","","","15v12","2nd pt_R","","1st pt_N","","1st pt_R","","","","","","","","","","","","","","",""
"","","","","","14v9","2nd pt_U","","1st pt_O","","1st pt_U","","","","","","","","","","","","","","",""
"","","","","","13v10","2nd pt_T","","1st pt_P","","1st pt_T","","","","","","","","","","","","","","",""
"","","","","","DAY 2 GOLD Crosses","","","","","","","","","","","","","","","","","","","",""
"","","","","","37v34","2nd au_S(L97)","","1st au_M","","1st au_S","","","","","","","","","","","","","","",""
"","","","","","38v33","2nd au_R","","1st au_N","","1st au_R","","","","","","","","","","","","","","",""
"","","","","","39v36","2nd au_U","","1st au_O","","1st au_U","","","","","","","","","","","","","","",""
"","","","","","40v35","2nd au_T(L98)","","1st au_P","","1st au_T","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","pt_","","","","","","","","","","","","",""
"Sun, July 19","","","SAN CLEMENTE HS","","","","","","","","","au_","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","SAN CLEMENTE HS","","pt_M2-","","pt_M3","","","","12G-65A","","pt_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","SAN CLEMENTE HS","67","pt_N2-","","pt_N3","","","","12G-067","","pt_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","SAN CLEMENTE HS","71","pt_S1-","","pt_S2-","","","","12G-071","","pt_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","SAN CLEMENTE HS","75","pt_R1-","","pt_R2-","","","","12G-075","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","SAN CLEMENTE HS","79","pt_M1-","","pt_M3","","","","12G-079","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","SAN CLEMENTE HS","83","pt_N1-","","pt_N3","","","","12G-083","","pt_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","SAN CLEMENTE HS","87","pt_S1-","","pt_S3","","","","12G-087","","pt_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","SAN CLEMENTE HS","91","pt_R1-","","pt_R3","","","","12G-091","","pt_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","SAN CLEMENTE HS","95","pt_M1-","","pt_M2-","","","","12G-095","","pt_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","SAN CLEMENTE HS","99","pt_N1-","","pt_N2-","","","","12G-099","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:00 PM","Group","SAN CLEMENTE HS","103","pt_S2-","","pt_S3","","","","12G-103","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:50 PM","Group","SAN CLEMENTE HS","107","pt_R2-","","pt_R3","","","","12G-107","","pt_Group","","","","","","","","","","","",""
"","","","MISSION VIEJO HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","MISSION VIEJO HS","","pt_O2-","","pt_O3","","","","12G-65B","","pt_Group","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","MISSION VIEJO HS","68","pt_P2-","","pt_P3","","","","12G-068","","pt_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","MISSION VIEJO HS","72","pt_U1-","","pt_U2-","","","","12G-072","","pt_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","MISSION VIEJO HS","76","pt_T1-","","pt_T2-","","","","12G-076","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","MISSION VIEJO HS","80","pt_O1-","","pt_O3","","","","12G-080","","pt_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","MISSION VIEJO HS","84","pt_P1-","","pt_P3","","","","12G-084","","pt_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","MISSION VIEJO HS","88","pt_U1-","","pt_U3","","","","12G-088","","pt_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","MISSION VIEJO HS","92","pt_T1-","","pt_T3","","","","12G-092","","pt_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","Group","MISSION VIEJO HS","96","pt_O1-","","pt_O2-","","","","12G-096","","pt_Group","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","MISSION VIEJO HS","100","pt_P1-","","pt_P2-","","","","12G-100","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:00 PM","Group","MISSION VIEJO HS","104","pt_U2-","","pt_U3","","","","12G-104","","pt_Group","","","","","","","","","","","",""
"19-Jul","5:50 PM","Group","MISSION VIEJO HS","108","pt_T2-","","pt_T3","","","","12G-108","","pt_Group","","","","","","","","","","","",""
"","","","WOOLLETT FAR RIGHT","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:50 AM","R Group of 4","WOOLLETT FAR RIGHT","73","au_R1","","au_R4-","","93","97A","12G-073","","au_R Group of 4","","","","","","","","","","","",""
"19-Jul","8:40 AM","R Group of 4","WOOLLETT FAR RIGHT","","au_R2-","","au_R3-","","93","97A","12G-73A","","au_R Group of 4","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","WOOLLETT FAR RIGHT","","au_N1","","au_N2-","","","","12G-65C","","au_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","WOOLLETT FAR RIGHT","69","au_M2-","","au_M3-","","","","12G-069","","au_Group","","","","","","","","","","","",""
"19-Jul","11:10 AM","S Group of 4","WOOLLETT FAR RIGHT","77","au_S2-","","au_S3-","","97","111","12G-077","","au_S Group of 4","","","","","","","","","","","",""
"19-Jul","12:00 PM","S Group of 4","WOOLLETT FAR RIGHT","81","au_S1","","au_S4-","","97","111","12G-081","","au_S Group of 4","","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","WOOLLETT FAR RIGHT","85","au_N1","","au_N3-","","","","12G-085","","au_Group","","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","WOOLLETT FAR RIGHT","89","au_M1","","au_M3-","","","","12G-089","","au_Group","","","","","","","","","","","",""
"19-Jul","2:30 PM","1st/2ndR","WOOLLETT FAR RIGHT","93","W73","","W73A","","121","134","12G-093","","au_1st/2ndR","","","","","","","","","","","",""
"19-Jul","3:20 PM","3rd/4thR","WOOLLETT FAR RIGHT","","L73","","L73A","","201","au_V4","12G-97A","","au_3rd/4thR","","","","","","","","","","","",""
"19-Jul","4:10 PM","1st/2ndS","WOOLLETT FAR RIGHT","97","W77","","W81","","116","131","12G-097","","au_1st/2ndS","","","","","","","","","","","",""
"19-Jul","5:00 PM","3rd/4thS","WOOLLETT FAR RIGHT","111","L77","","L81","","203","au_V3","12G-111","","au_3rd/4thS","","","","","","","","","","","",""
"19-Jul","5:50 PM","Group","WOOLLETT FAR RIGHT","101","au_M1","","au_M2-","","","","12G-101","","au_Group","","","","","","","","","","","",""
"19-Jul","6:40 PM","Group","WOOLLETT FAR RIGHT","105","au_N2-","","au_N3-","","","","12G-105","","au_Group","","","","","","","","","","","",""
"","","","LAGUNA HILLS HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:00 AM","Group","LAGUNA HILLS HS","66","au_O1","","au_O2-","","","","12G-066","","au_Group","","","","","","","","","","","",""
"19-Jul","7:50 AM","U Group of 4","LAGUNA HILLS HS","70","au_U1","","au_U4","","90","90A","12G-070","","au_U Group of 4","","","","","","","","","","","",""
"19-Jul","8:40 AM","U Group of 4","LAGUNA HILLS HS","106","au_U2-","","au_U3-","","90","90A","12G-106","","au_U Group of 4","","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","LAGUNA HILLS HS","74","au_P1","","au_P2-","","","","12G-074","","au_Group","","","","","","","","","","","",""
"19-Jul","10:20 AM","T group of 4","LAGUNA HILLS HS","78","au_T2-","","au_T3-","","98","112","12G-078","","au_T group of 4","","","","","","","","","","","",""
"19-Jul","11:10 AM","T group of 4","LAGUNA HILLS HS","82","au_T1","","au_T4-","","98","112","12G-082","","au_T group of 4","","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","LAGUNA HILLS HS","86","au_O1","","au_O3-","","","","12G-086","","au_Group","","","","","","","","","","","",""
"19-Jul","12:50 PM","1st/2ndU","LAGUNA HILLS HS","90","W#U1/U4","","W#U2/U3","","115","125","12G-090","","au_1st/2ndU","","","","","","","","","","","",""
"19-Jul","1:40 PM","3rd/4thU","LAGUNA HILLS HS","","L#U1/U4","","L#U2/U3","","204","au_W4","12G-90A","","au_3rd/4thU","","","","","","","","","","","",""
"19-Jul","2:30 PM","Group","LAGUNA HILLS HS","94","au_P1","","au_P3-","","","","12G-094","","au_Group","","","","","","","","","","","",""
"19-Jul","3:20 PM","1st/2ndT","LAGUNA HILLS HS","98","W78","","W82","","120","130","12G-098","","au_1st/2ndT","","","","","","","","","","","",""
"19-Jul","4:10 PM","Group","LAGUNA HILLS HS","102","au_O2-","","au_O3-","","","","12G-102","","au_Group","","","","","","","","","","","",""
"19-Jul","5:50 PM","Group","LAGUNA HILLS HS","110","au_P2-","","au_P3-","","","","12G-110","","au_Group","","","","","","","","","","","",""
"19-Jul","6:40 PM","3rd/4thT","LAGUNA HILLS HS","112","L78","","L82","","202","au_W3","12G-112","","au_3rd/4thT","","","","","","","","","","","",""
"","","1st pt_S-","","","","","","","","","","","","","","","","","","","","","","",""
"","","1st pt_R-","","","","","","","","","","","","","","","","","","","","","","",""
"","","1st pt_U-","","","","","","","","","","","","","","","","","","","","","","",""
"","","1st pt_T-","","","","","","","","","","","","","","","","","","","","","","",""
"","","1st au_S","","","au_W bz-21-28","au_V bz-21-28","au_W bz-21-28","1st_au_V","","21st","","","","","","","","","","","","","","",""
"","","1st au_R","","","L201","au_V1","au_W1","2nd_au_V","","23rd","","","","","","","","","","","","","","",""
"","","1st au_U","","","L202","au_V2","au_W2","3rd_au_V","","25th","","","","","","","","","","","","","","",""
"","","1st au_T","","","4th au_T(L112)","au_V3","au_W3","4th_au_V","","27th","","","","","","","","","","","","","","",""
"","","","","","4th au_U","au_V4","au_W4","","","","","","","","","","","","","","","","","",""
"Mon, July 20","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","ALISO NIGUEL HS","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","S","Dark","S","","L to #","GMID","","","","","","","","","","","","","",""
"20-Jul","8:00 AM","1v6 QF","ALISO NIGUEL HS","113","1st pt_M-","","1st pt_S-","","133","139","12G-113","","pt_1v6 QF","","","","","","","","","","","",""
"20-Jul","8:50 AM","2v5 QF","ALISO NIGUEL HS","118","1st pt_N-","","1st pt_R-","","136","142","12G-118","","pt_2v5 QF","","","","","","","","","","","",""
"20-Jul","9:40 AM","9-16 QF","ALISO NIGUEL HS","124","2nd pt_M-","","2nd pt_S-","","143","151","12G-124","","pt_9-16 QF","","","","","","","","","","","",""
