participantId,name,season,ageGroup,gender,group,canonicalClubId,identityStatus,aliases,sources
tournament-team-2026-16u-girls-nipc,NIPC,2026,16U,Girls,16U Girls,club-nipc,canonical_club_tournament_team,43-NIPC | NIPC,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-norcal-black,NORCAL BLACK,2026,16U,Girls,16U Girls,,tournament_only_team,27-NORCAL BLACK | NORCAL BLACK,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-norcal-teal,NORCAL TEAL,2026,16U,Girls,16U Girls,,tournament_only_team,42-NORCAL TEAL | NORCAL TEAL,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-oahu,OAHU,2026,16U,Girls,16U Girls,,tournament_only_team,12-OAHU | OAHU,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-olympus,OLYMPUS,2026,16U,Girls,16U Girls,,tournament_only_team,31-OLYMPUS | OLYMPUS,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-pacific-valley-premier,PACIFIC VALLEY PREMIER,2026,16U,Girls,16U Girls,,tournament_only_team,44-PACIFIC VALLEY PREMIER | PACIFIC VALLEY PREMIER,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-palos-verdes-black,PALOS VERDES BLACK,2026,16U,Girls,16U Girls,,tournament_only_team,24-PALOS VERDES BLACK | PALOS VERDES BLACK,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-praetorian,PRAETORIAN,2026,16U,Girls,16U Girls,club-praetorian,canonical_club_tournament_team,36-PRAETORIAN | PRAETORIAN,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-rain-city,RAIN CITY,2026,16U,Girls,16U Girls,club-rain-city,canonical_club_tournament_team,38-RAIN CITY | RAIN CITY,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-rose-bowl-black,ROSE BOWL BLACK,2026,16U,Girls,16U Girls,,tournament_only_team,A2(24)-ROSE BOWL BLACK | ROSE BOWL BLACK,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-rose-bowl-red-a,ROSE BOWL RED A,2026,16U,Girls,16U Girls,,tournament_only_team,5-ROSE BOWL RED A | ROSE BOWL RED A,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-sacramento-black,SACRAMENTO BLACK,2026,16U,Girls,16U Girls,,tournament_only_team,G2(18)-SACRAMENTO BLACK | SACRAMENTO BLACK,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-sacramento-orange,SACRAMENTO ORANGE,2026,16U,Girls,16U Girls,,tournament_only_team,35-SACRAMENTO ORANGE | SACRAMENTO ORANGE,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-san-francisco-warriors,SAN FRANCISCO WARRIORS,2026,16U,Girls,16U Girls,,tournament_only_team,43-SAN FRANCISCO WARRIORS | SAN FRANCISCO WARRIORS,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-san-joe-express-blue,SAN JOE EXPRESS BLUE,2026,16U,Girls,16U Girls,,tournament_only_team,37-SAN JOE EXPRESS BLUE | SAN JOE EXPRESS BLUE,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-san-jose-express-gold,SAN JOSE EXPRESS GOLD,2026,16U,Girls,16U Girls,,tournament_only_team,37-SAN JOSE EXPRESS GOLD | SAN JOSE EXPRESS GOLD,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-santa-cruz,SANTA CRUZ,2026,16U,Girls,16U Girls,club-santa-cruz,canonical_club_tournament_team,11-SANTA CRUZ | SANTA CRUZ,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-sd-shores-black,SD SHORES BLACK,2026,16U,Girls,16U Girls,,tournament_only_team,12-SD SHORES BLACK | SD SHORES BLACK,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-sd-shores-gold,SD SHORES GOLD,2026,16U,Girls,16U Girls,,tournament_only_team,17-SD SHORES GOLD | SD SHORES GOLD,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-seaside,SEASIDE,2026,16U,Girls,16U Girls,club-seaside,canonical_club_tournament_team,45-SEASIDE | SEASIDE,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-set,SET,2026,16U,Girls,16U Girls,club-set,canonical_club_tournament_team,3-SET | SET,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-shaq-blue,SHAQ BLUE,2026,16U,Girls,16U Girls,,tournament_only_team,22-SHAQ BLUE | SHAQ BLUE,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-shaq-white,SHAQ WHITE,2026,16U,Girls,16U Girls,,tournament_only_team,36-SHAQ WHITE | SHAQ WHITE,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-sharks,SHARKS,2026,16U,Girls,16U Girls,club-sharks,canonical_club_tournament_team,30-SHARKS | SHARKS,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-socal-black,SOCAL BLACK,2026,16U,Girls,16U Girls,,tournament_only_team,11-SOCAL BLACK | SOCAL BLACK,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-south-coast-red,SOUTH COAST RED,2026,16U,Girls,16U Girls,,tournament_only_team,7-SOUTH COAST RED | SOUTH COAST RED,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-south-coast-white,SOUTH COAST WHITE,2026,16U,Girls,16U Girls,,tournament_only_team,29-SOUTH COAST WHITE | SOUTH COAST WHITE,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-south-valley,SOUTH VALLEY,2026,16U,Girls,16U Girls,,tournament_only_team,D2(21)-SOUTH VALLEY | SOUTH VALLEY,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-stanford-b,STANFORD B,2026,16U,Girls,16U Girls,,tournament_only_team,13-STANFORD B | STANFORD B,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-surf-city,SURF CITY,2026,16U,Girls,16U Girls,,tournament_only_team,33-SURF CITY | SURF CITY,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-third-coast,THIRD COAST,2026,16U,Girls,16U Girls,club-third-coast,canonical_club_tournament_team,48-THIRD COAST | THIRD COAST,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-tri-valley,TRI VALLEY,2026,16U,Girls,16U Girls,,tournament_only_team,40-TRI VALLEY | TRI VALLEY,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-tri-valley-tritons,TRI VALLEY TRITONS,2026,16U,Girls,16U Girls,,tournament_only_team,39-TRI VALLEY TRITONS | TRI VALLEY TRITONS,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-trilogy,TRILOGY,2026,16U,Girls,16U Girls,club-trilogy,canonical_club_tournament_team,6-TRILOGY | TRILOGY,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-turul,TURUL,2026,16U,Girls,16U Girls,,tournament_only_team,26-TURUL | TURUL,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-viper-pigeon-hill-country,VIPER PIGEON HILL COUNTRY,2026,16U,Girls,16U Girls,,tournament_only_team,41-VIPER PIGEON HILL COUNTRY | VIPER PIGEON HILL COUNTRY,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-viper-pigeon-htown,VIPER PIGEON HTOWN,2026,16U,Girls,16U Girls,,tournament_only_team,40-VIPER PIGEON HTOWN | VIPER PIGEON HTOWN,2026-jo-weekend-1|16u-girls-championship
tournament-team-2026-16u-girls-wcac-united-a,WCAC UNITED A,2026,16U,Girls,16U Girls,,tournament_only_team,10-WCAC UNITED A | WCAC UNITED A,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-16u-girls-wcac-united-b,WCAC UNITED B,2026,16U,Girls,16U Girls,,tournament_only_team,D3(28)-WCAC UNITED B | WCAC UNITED B,2026-jo-weekend-1|16u-girls-classic
tournament-team-2026-18u-boys-american-river-blue,AMERICAN RIVER BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,24-AMERICAN RIVER BLUE | AMERICAN RIVER BLUE,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-american-river-gold,AMERICAN RIVER GOLD,2026,18U,Boys,18U Boys,,tournament_only_team,25-AMERICAN RIVER GOLD | AMERICAN RIVER GOLD,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-amp,AMP,2026,18U,Boys,18U Boys,,tournament_only_team,AMP | B3(18)-AMP,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-big-valley,BIG VALLEY,2026,18U,Boys,18U Boys,club-big-valley,canonical_club_tournament_team,BIG VALLEY | G2(10)-BIG VALLEY,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-cc-united-black,CC UNITED BLACK,2026,18U,Boys,18U Boys,,tournament_only_team,4-CC UNITED BLACK | CC UNITED BLACK,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-cc-united-blue,CC UNITED BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,42-CC UNITED BLUE | CC UNITED BLUE,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-central-valley-united,CENTRAL VALLEY UNITED,2026,18U,Boys,18U Boys,,tournament_only_team,12-CENTRAL VALLEY UNITED | CENTRAL VALLEY UNITED,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-chargers-black,CHARGERS BLACK,2026,18U,Boys,18U Boys,,tournament_only_team,30-CHARGERS BLACK | CHARGERS BLACK,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-chawp-blue,CHAWP BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,A1(1)-CHAWP BLUE | CHAWP BLUE,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-chawp-white,CHAWP WHITE,2026,18U,Boys,18U Boys,,tournament_only_team,6-CHAWP WHITE | CHAWP WHITE,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-chula-vista-premier,CHULA VISTA PREMIER,2026,18U,Boys,18U Boys,,tournament_only_team,28-CHULA VISTA PREMIER | CHULA VISTA PREMIER,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-ciu-gold,CIU GOLD,2026,18U,Boys,18U Boys,,tournament_only_team,48-CIU GOLD | CIU GOLD,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-ciu-seniors-a,CIU SENIORS A,2026,18U,Boys,18U Boys,,tournament_only_team,8-CIU SENIORS A | CIU SENIORS A,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-clovis-red,CLOVIS RED,2026,18U,Boys,18U Boys,club-clovis,canonical_club_tournament_team,22-CLOVIS RED | CLOVIS RED,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-corona-del-mar,CORONA DEL MAR,2026,18U,Boys,18U Boys,,tournament_only_team,5-CORONA DEL MAR | CORONA DEL MAR,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-diablo-alliance-a,DIABLO ALLIANCE A,2026,18U,Boys,18U Boys,,tournament_only_team,16-DIABLO ALLIANCE A | DIABLO ALLIANCE A,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-eca,ECA,2026,18U,Boys,18U Boys,club-sd-eca,canonical_club_tournament_team,ECA | F3(22)-ECA,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-elmhurst,ELMHURST,2026,18U,Boys,18U Boys,club-elmhurst,canonical_club_tournament_team,30-ELMHURST | 48-ELMHURST | ELMHURST,2026-jo-weekend-2|18u-boys-championship | 2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-foothill-black-b,FOOTHILL BLACK B,2026,18U,Boys,18U Boys,,tournament_only_team,E1(5)-FOOTHILL BLACK B | FOOTHILL BLACK B,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-foothill-red-a,FOOTHILL RED A,2026,18U,Boys,18U Boys,,tournament_only_team,19-FOOTHILL RED A | FOOTHILL RED A,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-imperial-blue,IMPERIAL BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,17-IMPERIAL BLUE | IMPERIAL BLUE,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-kern-premier,KERN PREMIER,2026,18U,Boys,18U Boys,club-kern-premier,canonical_club_tournament_team,B2(15)-KERN PREMIER | KERN PREMIER,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-la-premier-a,LA PREMIER A,2026,18U,Boys,18U Boys,,tournament_only_team,25-LA PREMIER A | LA PREMIER A,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-lamorinda-a,LAMORINDA A,2026,18U,Boys,18U Boys,,tournament_only_team,6-LAMORINDA A | LAMORINDA A,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-lamorinda-brentwood,LAMORINDA BRENTWOOD,2026,18U,Boys,18U Boys,,tournament_only_team,C2(14)-LAMORINDA BRENTWOOD | LAMORINDA BRENTWOOD,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-lb-shore,LB SHORE,2026,18U,Boys,18U Boys,club-long-beach-shore,canonical_club_tournament_team,2-LB SHORE | LB SHORE,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-ngen,NGEN,2026,18U,Boys,18U Boys,,tournament_only_team,A2(16)-NGEN | NGEN,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-norcal-black,NORCAL BLACK,2026,18U,Boys,18U Boys,,tournament_only_team,18-NORCAL BLACK | NORCAL BLACK,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-nsd-stars,NSD STARS,2026,18U,Boys,18U Boys,club-nsd-stars,canonical_club_tournament_team,D1(4)-NSD STARS | NSD STARS,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-pac-orange,PAC ORANGE,2026,18U,Boys,18U Boys,club-pac-orange,canonical_club_tournament_team,F2(11)-PAC ORANGE | PAC ORANGE,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-pegasus-blue,PEGASUS BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,44-PEGASUS BLUE | PEGASUS BLUE,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-pride-a,PRIDE A,2026,18U,Boys,18U Boys,,tournament_only_team,13-PRIDE A | PRIDE A,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-rose-bowl-red,ROSE BOWL RED,2026,18U,Boys,18U Boys,,tournament_only_team,18-ROSE BOWL RED | ROSE BOWL RED,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-route-66,ROUTE 66,2026,18U,Boys,18U Boys,club-route-66,canonical_club_tournament_team,H2(9)-ROUTE 66 | ROUTE 66,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-san-francisco-warriors,SAN FRANCISCO WARRIORS,2026,18U,Boys,18U Boys,,tournament_only_team,22-SAN FRANCISCO WARRIORS | SAN FRANCISCO WARRIORS,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-san-jose-almaden,SAN JOSE ALMADEN,2026,18U,Boys,18U Boys,,tournament_only_team,C3(19)-SAN JOSE ALMADEN | SAN JOSE ALMADEN,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-san-jose-express-blue,SAN JOSE EXPRESS BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,1-SAN JOSE EXPRESS BLUE | SAN JOSE EXPRESS BLUE,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-san-jose-foundation,SAN JOSE FOUNDATION,2026,18U,Boys,18U Boys,,tournament_only_team,19-SAN JOSE FOUNDATION | SAN JOSE FOUNDATION,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-sand-canyon-black,SAND CANYON BLACK,2026,18U,Boys,18U Boys,,tournament_only_team,23-SAND CANYON BLACK | SAND CANYON BLACK,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-sand-canyon-red,SAND CANYON RED,2026,18U,Boys,18U Boys,,tournament_only_team,14-SAND CANYON RED | SAND CANYON RED,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-sd-shores-black,SD SHORES BLACK,2026,18U,Boys,18U Boys,,tournament_only_team,15-SD SHORES BLACK | SD SHORES BLACK,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-sd-shores-gold,SD SHORES GOLD,2026,18U,Boys,18U Boys,,tournament_only_team,10-SD SHORES GOLD | SD SHORES GOLD,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-shaq-blue,SHAQ BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,29-SHAQ BLUE | SHAQ BLUE,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-shaq-white,SHAQ WHITE,2026,18U,Boys,18U Boys,,tournament_only_team,44-SHAQ WHITE | SHAQ WHITE,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-south-coast-red,SOUTH COAST RED,2026,18U,Boys,18U Boys,,tournament_only_team,4-SOUTH COAST RED | SOUTH COAST RED,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-south-county,SOUTH COUNTY,2026,18U,Boys,18U Boys,,tournament_only_team,H1(8)-SOUTH COUNTY | SOUTH COUNTY,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-sova,SOVA,2026,18U,Boys,18U Boys,,tournament_only_team,D2(13)-SOVA | SOVA,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-stanford-red,STANFORD RED,2026,18U,Boys,18U Boys,,tournament_only_team,9-STANFORD RED | STANFORD RED,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-team-santa-monica,TEAM SANTA MONICA,2026,18U,Boys,18U Boys,,tournament_only_team,C1(3)-TEAM SANTA MONICA | TEAM SANTA MONICA,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-texas-thunder-north-black,TEXAS THUNDER NORTH BLACK,2026,18U,Boys,18U Boys,,tournament_only_team,38-TEXAS THUNDER NORTH BLACK | TEXAS THUNDER NORTH BLACK,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-texas-thunder-south-blue,TEXAS THUNDER SOUTH BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,42-TEXAS THUNDER SOUTH BLUE | TEXAS THUNDER SOUTH BLUE,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-tri-valley,TRI VALLEY,2026,18U,Boys,18U Boys,,tournament_only_team,E2(12)-TRI VALLEY | TRI VALLEY,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-tri-valley-tritons,TRI VALLEY TRITONS,2026,18U,Boys,18U Boys,,tournament_only_team,A3(17)-TRI VALLEY TRITONS | TRI VALLEY TRITONS,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-trilogy,TRILOGY,2026,18U,Boys,18U Boys,club-trilogy,canonical_club_tournament_team,D3(20)-TRILOGY | TRILOGY,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-trojan-cardinal,TROJAN CARDINAL,2026,18U,Boys,18U Boys,,tournament_only_team,10-TROJAN CARDINAL | TROJAN CARDINAL,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-trojan-gold,TROJAN GOLD,2026,18U,Boys,18U Boys,,tournament_only_team,B1(2)-TROJAN GOLD | TROJAN GOLD,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-tsunami,TSUNAMI,2026,18U,Boys,18U Boys,,tournament_only_team,13-TSUNAMI | TSUNAMI,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-tualatin-hills,TUALATIN HILLS,2026,18U,Boys,18U Boys,,tournament_only_team,E3(21)-TUALATIN HILLS | TUALATIN HILLS,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-valley-united,VALLEY UNITED,2026,18U,Boys,18U Boys,,tournament_only_team,H3(24)-VALLEY UNITED | VALLEY UNITED,2026-jo-weekend-2|18u-boys-invitational
tournament-team-2026-18u-boys-vanguard-blue,VANGUARD BLUE,2026,18U,Boys,18U Boys,,tournament_only_team,37-VANGUARD BLUE | VANGUARD BLUE,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-vanguard-silver,VANGUARD SILVER,2026,18U,Boys,18U Boys,,tournament_only_team,26-VANGUARD SILVER | VANGUARD SILVER,2026-jo-weekend-2|18u-boys-classic
tournament-team-2026-18u-boys-vegas-north-irvine-black,VEGAS NORTH IRVINE BLACK,2026,18U,Boys,18U Boys,,tournament_only_team,27-VEGAS NORTH IRVINE BLACK | VEGAS NORTH IRVINE BLACK,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-vegas-north-irvine-red,VEGAS NORTH IRVINE RED,2026,18U,Boys,18U Boys,,tournament_only_team,35-VEGAS NORTH IRVINE RED | VEGAS NORTH IRVINE RED,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-boys-wcac-united,WCAC UNITED,2026,18U,Boys,18U Boys,club-wcac-united,canonical_club_tournament_team,33-WCAC UNITED | WCAC UNITED,2026-jo-weekend-2|18u-boys-championship
tournament-team-2026-18u-girls-680-red,680 RED,2026,18U,Girls,18U Girls,,tournament_only_team,13-680 RED | 680 RED,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-a-team-called-quest,A TEAM CALLED QUEST,2026,18U,Girls,18U Girls,,tournament_only_team,A TEAM CALLED QUEST | D2(21)-A TEAM CALLED QUEST,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-a-town,A TOWN,2026,18U,Girls,18U Girls,,tournament_only_team,A TOWN | G2(18)-A TOWN,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-alameda,ALAMEDA,2026,18U,Girls,18U Girls,club-alameda,canonical_club_tournament_team,ALAMEDA | F1(6)-ALAMEDA,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-american-river,AMERICAN RIVER,2026,18U,Girls,18U Girls,club-american-river,canonical_club_tournament_team,AMERICAN RIVER | K1(11)-AMERICAN RIVER,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-atwater,ATWATER,2026,18U,Girls,18U Girls,,tournament_only_team,ATWATER | I4(40)-ATWATER,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-bainbridge,BAINBRIDGE,2026,18U,Girls,18U Girls,club-bainbridge,canonical_club_tournament_team,37-BAINBRIDGE | BAINBRIDGE,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-big-valley,BIG VALLEY,2026,18U,Girls,18U Girls,club-big-valley,canonical_club_tournament_team,29-BIG VALLEY | BIG VALLEY,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-brooklyn-hustle,BROOKLYN HUSTLE,2026,18U,Girls,18U Girls,club-brooklyn-hustle,canonical_club_tournament_team,BROOKLYN HUSTLE | I2(16)-BROOKLYN HUSTLE,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-burlingame,BURLINGAME,2026,18U,Girls,18U Girls,,tournament_only_team,BURLINGAME | I3(33)-BURLINGAME,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-central-coast,CENTRAL COAST,2026,18U,Girls,18U Girls,club-central-coast,canonical_club_tournament_team,C4(44)-CENTRAL COAST | CENTRAL COAST,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-chawp-blue,CHAWP BLUE,2026,18U,Girls,18U Girls,,tournament_only_team,A2(24)-CHAWP BLUE | CHAWP BLUE,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-chawp-white,CHAWP WHITE,2026,18U,Girls,18U Girls,,tournament_only_team,47-CHAWP WHITE | CHAWP WHITE,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-chicago-park,CHICAGO PARK,2026,18U,Girls,18U Girls,club-chicago-park,canonical_club_tournament_team,C2(22)-CHICAGO PARK | CHICAGO PARK,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-chula-vista-premier,CHULA VISTA PREMIER,2026,18U,Girls,18U Girls,,tournament_only_team,CHULA VISTA PREMIER | H3(32)-CHULA VISTA PREMIER,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-colorado,COLORADO,2026,18U,Girls,18U Girls,club-colorado,canonical_club_tournament_team,31-COLORADO | COLORADO,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-corona-del-mar,CORONA DEL MAR,2026,18U,Girls,18U Girls,,tournament_only_team,7-CORONA DEL MAR | CORONA DEL MAR,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-dart,DART,2026,18U,Girls,18U Girls,,tournament_only_team,DART | G3(31)-DART,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-diablo-alliance-a,DIABLO ALLIANCE A,2026,18U,Girls,18U Girls,,tournament_only_team,9-DIABLO ALLIANCE A | DIABLO ALLIANCE A,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-diablo-alliance-b,DIABLO ALLIANCE B,2026,18U,Girls,18U Girls,,tournament_only_team,30-DIABLO ALLIANCE B | DIABLO ALLIANCE B,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-elmhurst,ELMHURST,2026,18U,Girls,18U Girls,club-elmhurst,canonical_club_tournament_team,43-ELMHURST | ELMHURST,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-greenwich,GREENWICH,2026,18U,Girls,18U Girls,club-greenwich,canonical_club_tournament_team,16-GREENWICH | GREENWICH,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-hawaiian-islands,HAWAIIAN ISLANDS,2026,18U,Girls,18U Girls,,tournament_only_team,33-HAWAIIAN ISLANDS | HAWAIIAN ISLANDS,2026-jo-weekend-1|18u-girls-championship
tournament-team-2026-18u-girls-hilo-grammaz,HILO GRAMMAZ,2026,18U,Girls,18U Girls,,tournament_only_team,F4(41)-HILO GRAMMAZ | HILO GRAMMAZ,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-hilo-hammahz,HILO HAMMAHZ,2026,18U,Girls,18U Girls,,tournament_only_team,HILO HAMMAHZ | L4(37)-HILO HAMMAHZ,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-kearns,KEARNS,2026,18U,Girls,18U Girls,club-kearns,canonical_club_tournament_team,KEARNS | L3(36)-KEARNS,2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-la-jolla-united,LA JOLLA UNITED,2026,18U,Girls,18U Girls,club-la-jolla-united,canonical_club_tournament_team,15-LA JOLLA UNITED | E3(29)-LA JOLLA UNITED | LA JOLLA UNITED,2026-jo-weekend-1|18u-girls-championship | 2026-jo-weekend-1|18u-girls-classic
tournament-team-2026-18u-girls-la-verne-legends,LA VERNE LEGENDS,2026,18U,Girls,18U Girls,,tournament_only_team,K2(14)-LA VERNE LEGENDS | LA VERNE LEGENDS,2026-jo-weekend-1|18u-girls-classic
