"Day 1","HOT! RESULTS","SUBMIT SCORES!","Quarter Lengths by Day","BRACKET BREAKER","","","","","","","","","","","","","","","","","","","","",""
"Sat, July 18","","","5-5-5-5","","","","","","","","","","","","","","","","","","","","","",""
"","","Seeds","","","","","","","","","","","","","","","","","","","","","","",""
"","","C","D","","F","","","","","","","","","","","","","","","","","","","",""
"","","C1(3)-YOLO B","D1(4)-680 RED","","F1(6)-LB VIKING","","","","","","","","","","","","","","","","","","","",""
"","","C2(10)-NGEN","D2(9)-VALLEY UNITED","","F2(7)-DIABLO ALLIANCE B","","","","","","","","","","","","","","","","","","","",""
"","","C3(15)-FOOTHILL BLACK B","D3(16)-TSUNAMI","","F3(18)-ROSE BOWL BLACK","","","","","","","","","","","","","","","","","","","",""
"","","C4(22)-TITANS","D4(21)-SANTA BARBARA WPC 8U","","F4(19)-LAGUNA MAROON","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","10CX","","","","","","","","","","","","","",""
"","","","OCEAN VIEW HS 2","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:00 AM","Group","OCEAN VIEW HS 2","1","C1(3)-YOLO B","17","C4(22)-TITANS","3","13","15","10CX-001","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","OCEAN VIEW HS 2","3","C2(10)-NGEN","12","C3(15)-FOOTHILL BLACK B","3","13","15","10CX-003","","","","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","OCEAN VIEW HS 2","5","D1(4)-680 RED","21","D4(21)-SANTA BARBARA WPC 8U","4","17","19","10CX-005","","","","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","OCEAN VIEW HS 2","7","D2(9)-VALLEY UNITED","6","D3(16)-TSUNAMI","12","17","19","10CX-007","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","OCEAN VIEW HS 2","9","E1(5)-TROJAN SOUTH","21","E4(20)-MAC","1","21","23","10CX-009","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","OCEAN VIEW HS 2","11","E2(8)-OCWPC RED","16","E3(17)- SANTA BARBARA WPC B","10","21","23","10CX-011","","","","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","OCEAN VIEW HS 2","13","W1-YOLO B","7","W3-NGEN","10","ag_C1","24","10CX-013","","","","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","OCEAN VIEW HS 2","15","L1-TITANS","3","L3-FOOTHILL BLACK B","9","99","bz_A5","10CX-015","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","OCEAN VIEW HS 2","17","W5-680 RED","10","W7-TSUNAMI","15","ag_D1","99","10CX-017","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","OCEAN VIEW HS 2","19","L5-SANTA BARBARA WPC 8U","2","L7-VALLEY UNITED","17","24","bz_B5","10CX-019","","","","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","OCEAN VIEW HS 2","21","W9-TROJAN SOUTH","5","W11-OCWPC RED","10","ag_D2","25","10CX-021","","","","","","","","","","","","","",""
"18-Jul","4:10 PM","Group","OCEAN VIEW HS 2","23","L9-MAC","1","L11- SANTA BARBARA WPC B","19","27","bz_A4","10CX-023","","","","","","","","","","","","","",""
"18-Jul","5:00 PM","Cross","OCEAN VIEW HS 2","99","L17-680 RED","13","W15-FOOTHILL BLACK B","5","ag_A3","bz_B2","10CX-099","","","","","","","","","","","","","",""
"18-Jul","5:50 PM","Cross","OCEAN VIEW HS 2","24","L13-YOLO B","14.1","W19-VALLEY UNITED","14.3","ag_B3","bz_A2","10CX-024","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","Cross","OCEAN VIEW HS 2","25","L21-TROJAN SOUTH","16","W14-LAGUNA MAROON","2","ag_A2","bz_A3","10CX-025","","","","","","","","","","","","","",""
"18-Jul","7:30 PM","Cross","OCEAN VIEW HS 2","27","W23- SANTA BARBARA WPC B","8","L16-ROSE BOWL BLACK","7","ag_B2","bz_B3","10CX-027","","","","","","","","","","","","","",""
"","","","EL TORO HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"18-Jul","7:50 AM","Group","EL TORO HS 1","2","A1(1)-SD SHORES B","4","A3(13)-NEWPORT BEACH","19","","","10CX-002","","","A","","","","","","","","","","",""
"18-Jul","8:40 AM","Group","EL TORO HS 1","8","B1(2)-PATRIOT RED","14","B3(14)-TROJAN NORTH B","7","","","10CX-008","","","B","","","","","","","","","","",""
"18-Jul","9:30 AM","Group","EL TORO HS 1","4","F1(6)-LB VIKING","19","F4(19)-LAGUNA MAROON","11","16","14","10CX-004","","","","","","","","","","","","","",""
"18-Jul","10:20 AM","Group","EL TORO HS 1","6","F2(7)-DIABLO ALLIANCE B","7","F3(18)-ROSE BOWL BLACK","16","16","14","10CX-006","","","","","","","","","","","","","",""
"18-Jul","11:10 AM","Group","EL TORO HS 1","12","A2(12)-BURLINGAME","2","A3(13)-NEWPORT BEACH","21","","","10CX-012","","","A","","","","","","","","","","",""
"18-Jul","12:00 PM","Group","EL TORO HS 1","10","B2(11)-LOYOLA","8.5","B3(14)-TROJAN NORTH B","8.4","","","10CX-010","","","B","","","","","","","","","","",""
"18-Jul","12:50 PM","Group","EL TORO HS 1","14","L4-LAGUNA MAROON","10","L6-DIABLO ALLIANCE B","5","25","bz_B4","10CX-014","","","","","","","","","","","","","",""
"18-Jul","1:40 PM","Group","EL TORO HS 1","16","W4-LB VIKING","20","W6-ROSE BOWL BLACK","3","ag_C2","27","10CX-016","","","","","","","","","","","","","",""
"18-Jul","2:30 PM","Group","EL TORO HS 1","20","A1(1)-SD SHORES B","15","A2(12)-BURLINGAME","4","","","10CX-020","","","A","","","","","","","","","","",""
"18-Jul","3:20 PM","Group","EL TORO HS 1","18","B1(2)-PATRIOT RED","12","B2(11)-LOYOLA","6","","","10CX-018","","","B","","","","","","","","","","",""
"18-Jul","5:50 PM","Cross","EL TORO HS 1","26","2ndB-LOYOLA","24","3rd A-BURLINGAME","5","ag_C3","bz_B1","10CX-026","","","","","","","","","","","","","",""
"18-Jul","6:40 PM","Cross","EL TORO HS 1","28","2nd A-SD SHORES B","5","3rdB-TROJAN NORTH B","14","ag_D3","bz_A1","10CX-028","","","","","","","","","","","","","",""
"Sun, July 19","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","ag_B","ag_C","","","","","","","","","","","","","","","","","","","","","",""
"","","1stB-PATRIOT RED","W13-NGEN","","","","","","","","","","","","","","","","","","","","","",""
"","","W27- SANTA BARBARA WPC B","W16-LB VIKING","","","","","","","","","","","","","","","","","","","","","",""
"","","W24-VALLEY UNITED","W26-LOYOLA","","","","","","","","","","","","","","","","","","","","","",""
"","","bz_B","","","","","","","","","","","","","","","","","","","","","","",""
"","","L26-BURLINGAME","","","","","","","","","","","","","","","","","","","","","","",""
"","","L99-FOOTHILL BLACK B","","","","","","","","","","","","","","","","","","","","","","",""
"","","L27-ROSE BOWL BLACK","","","","","","","","","","","","","","","","","","","","","","",""
"","","L14-DIABLO ALLIANCE B","","","","","","","","","","","","","","","","","","","","","","",""
"","","L19-SANTA BARBARA WPC 8U","","","","","","","","","ag_","","","","","","","","","","","","","",""
"","","","","","","","","","","","bz_","","","","","","","","","","","","","",""
"","","","EL TORO HS 1","","","","","","","","","","","","","","","","","","","","","",""
"","","Type","Location","","White","","Dark","","W to #","L to #","GMID","","","","","","","","","","","","","",""
"19-Jul","7:50 AM","Group","EL TORO HS 1","29","ag_A1-NEWPORT BEACH","7","ag_A2-TROJAN SOUTH","10","","","10CX-029","","","ag_Group","","","","","","","","","","",""
"19-Jul","8:40 AM","Group","EL TORO HS 1","31","ag_D1-TSUNAMI","9","ag_D2-OCWPC RED","16","","","10CX-031","","","ag_Group","","","","","","","","","","",""
"19-Jul","9:30 AM","Group","EL TORO HS 1","33","ag_B1-PATRIOT RED","17","ag_B2- SANTA BARBARA WPC B","3","","","10CX-033","","","ag_Group","","","","","","","","","","",""
"19-Jul","10:20 AM","Group","EL TORO HS 1","35","ag_C1-NGEN","4","ag_C2-LB VIKING","16","","","10CX-035","","","ag_Group","","","","","","","","","","",""
"19-Jul","11:10 AM","Group","EL TORO HS 1","37","ag_A1-NEWPORT BEACH","4","ag_A3-680 RED","11","","","10CX-037","","","ag_Group","","","","","","","","","","",""
"19-Jul","12:00 PM","Group","EL TORO HS 1","39","ag_D1-TSUNAMI","6","ag_D3-TROJAN NORTH B","17","","","10CX-039","","","ag_Group","","","","","","","","","","",""
"19-Jul","12:50 PM","Group","EL TORO HS 1","41","ag_B1-PATRIOT RED","17","ag_B3-VALLEY UNITED","6","","","10CX-041","","","ag_Group","","","","","","","","","","",""
"19-Jul","1:40 PM","Group","EL TORO HS 1","43","ag_C1-NGEN","2","ag_C3-LOYOLA","15","","","10CX-043","","","ag_Group","","","","","","","","","","",""
